id,type,level,question_type,text,question,option_1,option_2,option_3,option_4,correct_answer,explanation
57,reading,topik_1,short_reading_comprehension (43-48),명동에서 약속이 있었습니다. 저는 집에서 일찍 나왔지만 차가 많아서 길이 막혔습니다. 그래서 약속 장소에 늦게 도착했습니다.,다음을 읽고 내용이 같은 것을 고르십시오.,저는 명동에 못 갔습니다.,길에 차가 많지 않았습니다.,저는 약속 시간에 늦었습니다.,저는 집에서 늦게 출발했습니다.,저는 약속 시간에 늦었습니다.,The speaker says there was heavy traffic and they arrived late to the meeting place.
58,reading,topik_1,short_reading_comprehension (43-48),제 동생은 빵을 잘 만듭니다. 동생이 만든 빵은 아주 맛있습니다. 저도 빵 만드는 방법을 배우고 싶습니다.,다음을 읽고 중심 내용을 고르십시오.,저는 빵집에서 일하고 싶습니다.,저는 맛있는 빵을 사고 싶습니다.,저는 동생에게 빵을 주고 싶습니다.,저는 맛있는 빵을 만들고 싶습니다.,저는 맛있는 빵을 만들고 싶습니다.,The speaker says they want to learn how to make bread because the sibling’s bread is delicious.
59,reading,topik_1,short_reading_comprehension (43-48),저는 바다에서 수영하는 것을 좋아합니다. 여름에는 수영을 하러 바다에 자주 갑니다. 빨리 여름이 오면 좋겠습니다.,다음을 읽고 중심 내용을 고르십시오.,저는 여름을 제일 좋아합니다.,저는 수영을 잘하면 좋겠습니다.,저는 여름 바다에 가 보고 싶습니다.,저는 빨리 바다에서 수영하고 싶습니다.,저는 빨리 바다에서 수영하고 싶습니다.,The speaker enjoys swimming in the sea and wants summer to come quickly to swim again.
60,reading,topik_1,short_reading_comprehension (43-48),옷장에 옷이 너무 많습니다. 그래서 옷장에서 옷을 찾기가 힘듭니다. 내일은 옷장을 정리할 겁니다.,다음을 읽고 중심 내용을 고르십시오.,저는 옷장이 더 필요합니다.,저는 옷을 많이 찾을 겁니다.,저는 옷을 정리하려고 합니다.,저는 내일 옷을 사려고 합니다.,저는 옷을 정리하려고 합니다.,The speaker says there are too many clothes and plans to organize the closet tomorrow.
61,reading,topik_1,paragraph_fill_blank (49-56),저는 유치원 선생님입니다. 저는 아이들을 좋아해서 유치원 선생님이 되었습니다. 우리 유치원에는 아이들이 많아서 일이 조금 힘듭니다. 또 집에 늦게 가는 날도 많습니다. ( ㄱ ) 아이들이 정말 귀엽고 예뻐서 저는 제 일을 좋아합니다.,ㄱ에 들어갈 말로 가장 알맞은 것을 고르십시오.,그러면,하지만,그래서,그리고,하지만,"The passage first explains difficulties of the job, then contrasts them with positive feelings about the children. Therefore, “하지만” is the correct connector."
62,reading,topik_1,paragraph_fill_blank (49-56),저는 유치원 선생님입니다. 저는 아이들을 좋아해서 유치원 선생님이 되었습니다. 우리 유치원에는 아이들이 많아서 일이 조금 힘듭니다. 또 집에 늦게 가는 날도 많습니다. 하지만 아이들이 정말 귀엽고 예뻐서 저는 제 일을 좋아합니다.,윗글의 내용과 같은 것을 고르십시오.,저는 아이들이 좋습니다.,저는 보통 일찍 집에 갑니다.,유치원 일은 힘들지 않습니다.,유치원에는 아이들이 많지 않습니다.,저는 아이들이 좋습니다.,The writer clearly says they like children and became a kindergarten teacher because of that. The other statements contradict the passage.
63,reading,topik_1,paragraph_fill_blank (49-56),인주시에서는 매년 5월 ‘인주 꽃 축제’를 엽니다. 이 축제에서는 세계 여러 나라의 꽃을 볼 수 있습니다. 특히 올해 축제에서는 많은 사람이 모여서 꽃으로 세계 지도 만들기를 합니다. 또 평일 오전에 가면 무료로 꽃다발을 ( ㄱ ) 꽃 그림 그리기를 할 수 있습니다.,ㄱ에 들어갈 말로 가장 알맞은 것을 고르십시오.,만드는데,만드니까,만들거나,만들려고,만들거나,"The sentence lists two activities visitors can do at the festival, so “or” (거나) correctly connects the activities."
64,reading,topik_1,paragraph_fill_blank (49-56),인주시에서는 매년 5월 ‘인주 꽃 축제’를 엽니다. 이 축제에서는 세계 여러 나라의 꽃을 볼 수 있습니다. 특히 올해 축제에서는 많은 사람이 모여서 꽃으로 세계 지도 만들기를 합니다. 또 평일 오전에 가면 무료로 꽃다발을 만들거나 꽃 그림 그리기를 할 수 있습니다.,무엇에 대한 내용인지 맞는 것을 고르십시오.,꽃 축제를 여는 이유,꽃 축제가 열리는 장소,꽃 축제에 들어가는 방법,꽃 축제에서 할 수 있는 일,꽃 축제에서 할 수 있는 일,"The passage mainly explains activities people can do at the flower festival, such as seeing flowers, making maps with flowers, and drawing flower pictures."
65,reading,topik_1,paragraph_fill_blank (49-56),저는 감기에 걸려서 오늘 학교에 못 갔습니다. 병원에 가고 싶었지만 한국어를 잘 못해서 그냥 기숙사에 있었습니다. 그때 친구가 기숙사에 와서 저를 데리고 병원에 갔습니다. 기숙사로 ( ㄱ ) 친구가 밥도 사 주었습니다. 정말 고마웠습니다.,ㄱ에 들어갈 말로 가장 알맞은 것을 고르십시오.,돌아오지만,돌아오려면,돌아오지 말고,돌아오기 전에,돌아오기 전에,"The friend bought food before returning to the dormitory, so “before coming back” fits naturally in the sentence."
66,reading,topik_1,paragraph_fill_blank (49-56),저는 감기에 걸려서 오늘 학교에 못 갔습니다. 병원에 가고 싶었지만 한국어를 잘 못해서 그냥 기숙사에 있었습니다. 그때 친구가 기숙사에 와서 저를 데리고 병원에 갔습니다. 기숙사로 돌아오기 전에 친구가 밥도 사 주었습니다. 정말 고마웠습니다.,윗글의 내용과 같은 것을 고르십시오.,저는 오늘 밥을 못 먹었습니다.,저는 오늘 친구하고 병원에 갔습니다.,저는 오늘 친구의 기숙사 방에 갔습니다.,저는 오늘 학교에 가서 친구를 만났습니다.,저는 오늘 친구하고 병원에 갔습니다.,The friend came to the dormitory and took the writer to the hospital together. The other statements are incorrect.
67,reading,topik_1,paragraph_fill_blank (49-56),얼마 전 만화 박물관이 문을 열었습니다. 이 박물관에는 1960년부터 지금까지 나온 여러 가지 만화책이 많이 있습니다. 유명한 만화 영화도 즐길 수 있어서 특히 아이들이 좋아합니다. 그리고 이 만화 박물관에는 ( ㄱ ) 만화책을 오랜만에 다시 읽으러 오는 어른들도 많습니다.,ㄱ에 들어갈 말로 가장 알맞은 것을 고르십시오.,요즘에 나온,어릴 때 읽은,아이들이 만든,박물관에서 빌려 온,어릴 때 읽은,"Adults come to reread comic books they read during childhood, so “books read when young” is the most logical choice."
68,reading,topik_1,paragraph_fill_blank (49-56),얼마 전 만화 박물관이 문을 열었습니다. 이 박물관에는 1960년부터 지금까지 나온 여러 가지 만화책이 많이 있습니다. 유명한 만화 영화도 즐길 수 있어서 특히 아이들이 좋아합니다. 그리고 이 만화 박물관에는 어릴 때 읽은 만화책을 오랜만에 다시 읽으러 오는 어른들도 많습니다.,윗글의 내용과 같은 것을 고르십시오.,이 박물관에는 어른들도 많이 옵니다.,이 박물관에는 만화 영화가 없습니다.,이 박물관은 1960년에 문을 열었습니다.,이 박물관은 어린이 만화 박물관입니다.,이 박물관에는 어른들도 많이 옵니다.,The passage says many adults also visit the museum to reread comic books from their childhood.
69,reading,topik_1,sentence_order (57-58),(가) 채소가 싸고 좋아서 많이 샀습니다.(나) 지난 주말에 채소를 사러 시장에 갔습니다.(다) 아주머니가 주신 토마토 때문에 기분이 좋았습니다.(라) 채소 가게 아주머니가 토마토를 하나 더 주셨습니다.,다음을 순서에 맞게 배열한 것을 고르십시오.,(가)-(나)-(라)-(다),(가)-(다)-(나)-(라),(나)-(가)-(라)-(다),(나)-(다)-(라)-(가),(나)-(가)-(라)-(다),"First, the speaker went to the market. Then they bought many vegetables because they were cheap and good. After that, the shop owner gave an extra tomato, and finally the speaker felt happy because of it."
70,reading,topik_1,sentence_order (57-58),(가) 남극에는 펭귄 우체국이 있습니다.(나) 또 우체국에서는 여러 가지 펭귄 기념품도 팝니다.(다) 여기에서는 관광객들이 쓴 편지를 전 세계로 보내 줍니다.(라) 펭귄 우체국에서 이렇게 번 돈은 남극의 펭귄을 위해서 사용합니다.,다음을 순서에 맞게 배열한 것을 고르십시오.,(가)-(다)-(나)-(라),(가)-(라)-(나)-(다),(라)-(나)-(가)-(다),(라)-(다)-(나)-(가),(가)-(다)-(나)-(라),"The passage first introduces the penguin post office in Antarctica. Then it explains that letters are sent worldwide there. Next, it mentions selling penguin souvenirs, and finally explains that the money is used to help penguins in Antarctica."
71,reading,topik_1,connector_logic (59-62),저는 요즘 자전거를 타고 학교에 갑니다. ( ㄱ ) 전에는 지하철을 타고 다녔습니다. ( ㄴ ) 그때는 학교까지 삼십 분이 걸렸지만 지금은 한 시간쯤 걸립니다. ( ㄷ ) 아침에 일찍 일어나는 것은 싫지만 운동을 할 수 있어서 좋습니다. ( ㄹ ),다음 문장이 들어갈 곳으로 가장 알맞은 것을 고르십시오.그래서 지하철을 탈 때보다 집에서 일찍 나와야 합니다.,ㄱ,ㄴ,ㄷ,ㄹ,ㄷ,The added sentence explains that the speaker must leave home earlier now because biking takes about an hour. This connects naturally after comparing travel times.
72,reading,topik_1,connector_logic (59-62),저는 요즘 자전거를 타고 학교에 갑니다. 전에는 지하철을 타고 다녔습니다. 그때는 학교까지 삼십 분이 걸렸지만 지금은 한 시간쯤 걸립니다. 그래서 지하철을 탈 때보다 집에서 일찍 나와야 합니다. 아침에 일찍 일어나는 것은 싫지만 운동을 할 수 있어서 좋습니다.,윗글의 내용과 같은 것을 고르십시오.,저는 운동하는 것을 싫어합니다.,저는 요즘 아침에 늦게 일어납니다.,저는 자전거를 타고 학교에 다닙니다.,저는 매일 한 시간 동안 지하철을 탑니다.,저는 자전거를 타고 학교에 다닙니다.,The writer clearly states that these days they go to school by bicycle. The other choices contradict the passage.
73,reading,topik_1,connector_logic (59-62),저는 오랫동안 다닌 회사를 그만두었습니다. 내년부터는 다른 회사에서 일할 겁니다. 그때까지 시간이 생겨서 지금은 해외여행을 하고 있습니다. 자유롭게 여행하고 싶어서 ( ㄱ ) 여기저기 가고 싶은 곳을 다니고 있습니다. 저에게는 지금 이 시간이 정말 소중하고 행복합니다.,ㄱ에 들어갈 말로 가장 알맞은 것을 고르십시오.,회사에서 일하고,장소를 못 바꾸고,약속 시간을 지키고,계획을 세우지 않고,계획을 세우지 않고,"The writer wants to travel freely, so “without making plans” fits naturally with visiting many places freely."
74,reading,topik_1,connector_logic (59-62),저는 오랫동안 다닌 회사를 그만두었습니다. 내년부터는 다른 회사에서 일할 겁니다. 그때까지 시간이 생겨서 지금은 해외여행을 하고 있습니다. 자유롭게 여행하고 싶어서 계획을 세우지 않고 여기저기 가고 싶은 곳을 다니고 있습니다. 저에게는 지금 이 시간이 정말 소중하고 행복합니다.,윗글의 내용과 같은 것을 고르십시오.,저는 여행사에서 일합니다.,저는 내년부터 여행을 다닐 겁니다.,저는 지금 새 회사에 다니고 있습니다.,저는 요즘 행복한 시간을 보내고 있습니다.,저는 요즘 행복한 시간을 보내고 있습니다.,"The writer says that this time is very precious and happy for them, so they are currently spending a happy time."
75,reading,topik_1,announcement_board (63-64),"직원 여러분께안녕하십니까? 우리 회사의 영어 수업이 다음과 같이 열립니다. 많은 분들의 관심을 바랍니다.• 수업 기간: 8월 1일~8월 31일(화, 목 19시~21시)• 수업료: 무료• 신청 방법: 7월 22일(금)까지 이메일(mskim@hankuk.com)로 신청",왜 윗글을 썼는지 맞는 것을 고르십시오.,수업 시간을 바꾸려고,수업 신청을 받으려고,수업 방법을 설명하려고,수업 장소를 안내하려고,수업 신청을 받으려고,"The notice introduces an English class and explains how employees can apply by email. Therefore, the purpose is to receive applications for the class."
76,reading,topik_1,announcement_board (63-64),"직원 여러분께안녕하십니까? 우리 회사의 영어 수업이 다음과 같이 열립니다. 많은 분들의 관심을 바랍니다.• 수업 기간: 8월 1일~8월 31일(화, 목 19시~21시)• 수업료: 무료• 신청 방법: 7월 22일(금)까지 이메일(mskim@hankuk.com)로 신청",윗글의 내용과 같은 것을 고르십시오.,칠월에 수업을 시작합니다.,영어 수업은 매일 있습니다.,영어 수업은 한 달 동안 합니다.,수업을 들을 때 돈을 내야 합니다.,영어 수업은 한 달 동안 합니다.,"The class runs from August 1 to August 31, which means it lasts for one month. The other statements contradict the notice."
77,reading,topik_1,long_reading_comprehension (65-68),초콜릿은 달아서 사람의 기분을 좋게 합니다. 그래서 사람들이 초콜릿을 자주 먹습니다. 그런데 말을 많이 할 때나 발표를 해야 할 때는 초콜릿을 먹지 않는 것이 좋습니다. 초콜릿을 먹으면 목이 마르게 되어서 목소리가 잘 안 ( ㄱ ). 그래서 가수들도 공연 전에는 초콜릿을 먹지 않습니다.,ㄱ에 들어갈 말로 가장 알맞은 것을 고르십시오.,나와도 됩니다,나와야 합니다,나오기로 합니다,나오기 때문입니다,나와도 됩니다,"The sentence explains that after eating chocolate, the throat becomes dry and the voice does not come out well. Among the given choices, this option fits the grammar and meaning best."
78,reading,topik_1,long_reading_comprehension (65-68),초콜릿은 달아서 사람의 기분을 좋게 합니다. 그래서 사람들이 초콜릿을 자주 먹습니다. 그런데 말을 많이 할 때나 발표를 해야 할 때는 초콜릿을 먹지 않는 것이 좋습니다. 초콜릿을 먹으면 목이 마르게 되어서 목소리가 잘 안 나와도 됩니다. 그래서 가수들도 공연 전에는 초콜릿을 먹지 않습니다.,윗글의 내용과 같은 것을 고르십시오.,초콜릿을 먹으면 기분이 좋아집니다.,목이 마를 때 초콜릿을 먹는 것이 좋습니다.,가수들은 보통 공연 전에 초콜릿을 먹습니다.,말을 많이 해야 할 때 초콜릿을 먹으면 좋습니다.,초콜릿을 먹으면 기분이 좋아집니다.,The passage states that chocolate is sweet and makes people feel good. The other statements contradict the text.
79,reading,topik_1,long_reading_comprehension (65-68),봄에는 몸에 힘이 없고 자주 피곤해집니다. 그것은 낮과 밤의 ( ㄱ ) 생기는 일입니다. 봄에는 낮 기온은 높지만 아침과 밤 기온은 낮습니다. 사람의 몸은 이 온도 차이를 잘 따라가지 못해서 쉽게 피곤해집니다. 이럴 때는 햇빛을 보면서 산책을 하면 좋습니다. 물을 많이 마시는 것도 도움이 됩니다.,ㄱ에 들어갈 말로 가장 알맞은 것을 고르십시오.,물이 뜨거워져서,햇빛이 아주 강해서,기온이 크게 달라서,온도 차이가 적어져서,기온이 크게 달라서,The passage explains that spring fatigue happens because daytime and nighttime temperatures are very different.
80,reading,topik_1,long_reading_comprehension (65-68),봄에는 몸에 힘이 없고 자주 피곤해집니다. 그것은 낮과 밤의 기온이 크게 달라서 생기는 일입니다. 봄에는 낮 기온은 높지만 아침과 밤 기온은 낮습니다. 사람의 몸은 이 온도 차이를 잘 따라가지 못해서 쉽게 피곤해집니다. 이럴 때는 햇빛을 보면서 산책을 하면 좋습니다. 물을 많이 마시는 것도 도움이 됩니다.,윗글의 내용과 같은 것을 고르십시오.,봄에는 몸이 쉽게 피곤해집니다.,봄에는 아침과 낮의 기온이 비슷합니다.,봄에는 물을 많이 마시면 건강에 나쁩니다.,봄에는 밤에 산책을 하는 것이 도움이 됩니다.,봄에는 몸이 쉽게 피곤해집니다.,The passage clearly says that people often become tired easily in spring because of temperature differences.
81,reading,topik_1,opinion_inference (69-70),제가 초등학생이었을 때의 일입니다. 그날은 아버지의 생일이었고 저는 아버지를 기쁘게 해 드리고 싶었습니다. 그래서 제가 아기 때부터 매일 안고 잔 고양이 인형을 선물로 드리기로 했습니다. 저는 아버지가 기뻐할 것 같았습니다. 그런데 ( ㄱ ) 아버지는 아무 말도 하지 않았습니다. 잠시 후 아버지는 웃으면서 저를 꼭 안아 주셨습니다. 시간이 흘러 저는 결혼을 하고 딸을 낳았습니다. 제 딸의 첫 번째 생일에 아버지는 예쁘게 포장한 그 고양이 인형을 제 딸에게 주셨습니다.,ㄱ에 들어갈 말로 가장 알맞은 것을 고르십시오.,선물을 본,인형을 준,인형을 산,선물을 포장한,선물을 본,"After seeing the gift, the father said nothing at first. Therefore, “after seeing the gift” fits the context naturally."
82,reading,topik_1,opinion_inference (69-70),제가 초등학생이었을 때의 일입니다. 그날은 아버지의 생일이었고 저는 아버지를 기쁘게 해 드리고 싶었습니다. 그래서 제가 아기 때부터 매일 안고 잔 고양이 인형을 선물로 드리기로 했습니다. 저는 아버지가 기뻐할 것 같았습니다. 그런데 선물을 본 아버지는 아무 말도 하지 않았습니다. 잠시 후 아버지는 웃으면서 저를 꼭 안아 주셨습니다. 시간이 흘러 저는 결혼을 하고 딸을 낳았습니다. 제 딸의 첫 번째 생일에 아버지는 예쁘게 포장한 그 고양이 인형을 제 딸에게 주셨습니다.,윗글의 내용으로 알 수 있는 것을 고르십시오.,아버지는 제 선물을 받고 슬퍼하셨습니다.,제 딸은 새로 산 인형을 선물로 받았습니다.,저는 아버지의 생일에 선물을 사 드렸습니다.,아버지는 오랫동안 제 선물을 가지고 계셨습니다.,아버지는 오랫동안 제 선물을 가지고 계셨습니다.,"The father kept the cat doll for many years and later gave it to the writer’s daughter, showing he treasured the gift for a long time."
83,reading,topik_1,vocabulary_match (31-33),저는 누나가 있습니다. 동생도 있습니다.,무엇에 대한 이야기입니까?,나라,나이,날짜,가족,가족,"The passage mentions family members (older sister and younger sibling), so the topic is family."
84,reading,topik_1,vocabulary_match (31-33),지금은 저녁입니다. 일곱 시입니다.,무엇에 대한 이야기입니까?,시간,직업,운동,휴일,시간,"The sentences talk about evening and 7 o’clock, which are time expressions."
85,reading,topik_1,vocabulary_match (31-33),저는 등산을 좋아합니다. 산에 자주 갑니다.,무엇에 대한 이야기입니까?,쇼핑,교통,계절,취미,취미,"The person likes hiking and goes to the mountains often, so it describes a hobby."
86,reading,topik_1,grammar_fill_blank (34-39),저는 의사입니다. ( )에서 일합니다.,것을 고르십시오.,병원,서점,미용실,우체국,병원,"A doctor works in a hospital, so ""병원"" is the correct choice."
87,reading,topik_1,grammar_fill_blank (34-39),저는 일이 많습니다. 그래서 조금 ( ).,것을 고르십시오.,작습니다,비쌉니다,무겁습니다,피곤합니다,피곤합니다,"Having a lot of work makes a person tired, so ""피곤합니다"" fits best."
88,reading,topik_1,grammar_fill_blank (34-39),친구를 만났습니다. 우리는 ( ) 공부를 했습니다.,것을 고르십시오.,가장,아직,별로,같이,같이,"We studied together is natural, so ""같이"" is correct."
89,reading,topik_1,grammar_fill_blank (34-39),방이 덥습니다. 창문( ) 엽니다.,것을 고르십시오.,에,의,을,이,을,"The object marker ""을"" is needed for ""창문을 엽니다"" (open the window)."
90,reading,topik_1,grammar_fill_blank (34-39),선물을 삽니다. 친구에게 ( ).,것을 고르십시오.,줍니다,듣습니다,다닙니다,가르칩니다,줍니다,"Give to a friend is natural after buying a gift, so ""줍니다"" (give) is correct."
91,reading,topik_1,grammar_fill_blank (34-39),민수 씨하고 약속이 있습니다. 저는 민수 씨를 ( ).,것을 고르십시오.,내립니다,넣습니다,구경합니다,기다립니다,기다립니다,"If you have an appointment with someone, you wait for them, so ""기다립니다"" is correct."
92,reading,topik_1,notice_ad_understanding (40-42),"인주시 날씨: 오늘(흐림), 내일(비), 모레(맑음)",맞지 않는 것을 고르십시오.,일요일은 맑습니다.,오늘은 비가 옵니다.,내일은 토요일입니다.,인주시의 날씨입니다.,오늘은 비가 옵니다.,"The chart shows that today is cloudy, not rainy, so this statement is incorrect."
93,reading,topik_1,notice_ad_understanding (40-42),"유미의 한 살 생일 파티: 2025.10.25.(토) 13:00, 인주호텔 3층",맞지 않는 것을 고르십시오.,주말에 파티를 합니다.,유미의 생일 파티입니다.,파티는 오전에 시작합니다.,호텔 삼 층에서 파티를 합니다.,파티는 오전에 시작합니다.,"The invitation says the party starts at 13:00 (1 PM), which is afternoon, not morning, so this statement is incorrect."
94,reading,topik_1,notice_ad_understanding (40-42),"대화: 지영은 집에 있고, 마이클도 집에 왔으며, 둘 다 모임에 참석했고 내일 학교에서 만나기로 함",맞지 않는 것을 고르십시오.,지영 씨는 지금 집에 있습니다.,마이클 씨는 모임에 안 갔습니다.,지영 씨는 내일 학교에 갈 겁니다.,마이클 씨는 오늘 지영 씨를 만났습니다.,마이클 씨는 모임에 안 갔습니다.,"The dialogue says Michael attended the gathering, so saying he did not go is incorrect."
95,reading,topik_1,short_reading_comprehension (43-48),저는 은행에서 일합니다. 은행에 외국인 손님이 많이 옵니다. 저는 그 손님들과 영어로 이야기합니다.,내용이 같은 것을 고르십시오.,저는 영어를 할 수 없습니다.,저는 요즘 일을 하지 않습니다.,저는 은행에서 일을 하려고 합니다.,저는 은행에서 외국 사람을 많이 만납니다.,저는 은행에서 외국 사람을 많이 만납니다.,"The passage says the speaker works at a bank and meets many foreign customers, so this matches the content."
96,reading,topik_1,short_reading_comprehension (43-48),오늘 집에서 비누를 만들었습니다. 비누에 레몬을 넣었습니다. 이 비누로 손을 씻었는데 냄새가 좋았습니다.,내용이 같은 것을 고르십시오.,이 비누에 레몬이 들어갔습니다.,이 비누는 냄새가 나지 않습니다.,저는 오늘 레몬 비누를 샀습니다.,저는 이 비누를 사용하지 않았습니다.,이 비누에 레몬이 들어갔습니다.,"The passage clearly says lemon was added to the soap, so this is the correct match."
97,reading,topik_1,short_reading_comprehension (43-48),고향에 계신 부모님이 과자를 보내 주셨습니다. 제가 좋아하는 고향 과자가 많이 있었습니다. 방 친구와 같이 과자를 먹었습니다.,내용이 같은 것을 고르십시오.,저는 부모님과 같이 삽니다.,저는 과자를 혼자 먹었습니다.,저는 부모님에게 과자를 받았습니다.,저는 고향의 과자를 좋아하지 않습니다.,저는 부모님에게 과자를 받았습니다.,"The passage says the speaker received snacks from their parents, so this matches the content."
98,reading,topik_1,short_reading_comprehension (43-48),요즘 춤을 배우고 있습니다. 춤을 추는 것이 아주 재미있습니다. 그래서 매일 춤 연습을 합니다.,내용이 같은 것을 고르십시오.,저는 춤을 오래 배웠습니다.,저는 춤을 배우는 것이 즐겁습니다.,저는 요즘 춤을 출 시간이 없습니다.,저는 친구와 춤 연습을 하고 싶습니다.,저는 춤을 배우는 것이 즐겁습니다.,"The passage says learning and dancing are very fun, so this statement matches the meaning."
99,reading,topik_1,short_reading_comprehension (43-48),저는 주말마다 테니스를 칩니다. 지난주에는 비가 와서 테니스를 못 쳤습니다. 이번 주는 비가 안 오면 좋겠습니다.,내용이 같은 것을 고르십시오.,저는 테니스를 배우려고 합니다.,저는 테니스 보는 것을 좋아합니다.,저는 테니스를 잘 치면 좋겠습니다.,저는 이번 주말에 테니스를 치고 싶습니다.,저는 이번 주말에 테니스를 치고 싶습니다.,"The speaker hopes it does not rain this week so they can play tennis, so this is the correct match."
100,reading,topik_1,short_reading_comprehension (43-48),얼마 전에 운동화를 샀습니다. 이 운동화는 가볍고 아주 편합니다. 저는 매일 이 운동화를 신고 다닙니다.,내용이 같은 것을 고르십시오.,저는 운동화를 사려고 합니다.,저는 이 운동화를 선물할 겁니다.,저는 이 운동화가 마음에 듭니다.,저는 운동화가 많으면 좋겠습니다.,저는 이 운동화가 마음에 듭니다.,"The speaker says the shoes are light and comfortable and wears them every day, so they like them."
101,reading,topik_1,paragraph_fill_blank (49-56),우리 가족은 오랫동안 외국에 살았습니다. 그곳의 미용실은 가격이 비쌌습니다. 그래서 우리 가족은 미용실에 가지 않았습니다. 남편과 아이의 머리는 제가 잘라 주었습니다. 처음에는 잘 못 ( ) 나중에는 잘 자르게 되었습니다. 지금 우리 가족은 한국에서 살고 있습니다. 저는 요즘도 가족들의 머리를 잘라 줍니다.,것을 고르십시오.,자르면,자르니까,잘랐거나,잘랐지만,잘랐지만,"The contrast “at first I couldn’t do it well, but later I improved” requires “지만” (but), so ""잘랐지만"" is correct."
102,reading,topik_1,paragraph_fill_blank (49-56),우리 가족은 오랫동안 외국에 살았습니다. 그곳의 미용실은 가격이 비쌌습니다. 그래서 우리 가족은 미용실에 가지 않았습니다. 남편과 아이의 머리는 제가 잘라 주었습니다. 처음에는 잘 못 했지만 나중에는 잘 자르게 되었습니다. 지금 우리 가족은 한국에서 살고 있습니다. 저는 요즘도 가족들의 머리를 잘라 줍니다.,내용이 같은 것을 고르십시오.,우리 가족은 한국에 돌아왔습니다.,외국의 미용실은 가격이 쌉니다.,요즘은 아이의 머리를 잘라 주지 않습니다.,우리 가족은 외국에서 미용실에 자주 갔습니다.,우리 가족은 한국에 돌아왔습니다.,"The passage says the family now lives in Korea after living abroad, so returning to Korea matches the content."
103,reading,topik_1,paragraph_fill_blank (49-56),인주시에서는 매년 가을에 떡볶이 축제를 합니다. 이 축제에서는 '매운 떡볶이 먹기 대회'가 열립니다. 축제에 온 사람은 누구나 이 대회에 참가할 수 있습니다. ( ) 이 축제에서 한국의 유명한 떡볶이를 모두 먹어 볼 수 있습니다. 떡볶이 재료를 싸게 살 수도 있고 공연도 볼 수 있어서 이 축제를 찾는 사람이 많습니다.,것을 고르십시오.,그리고,그래도,그렇지만,왜냐하면,그리고,"The sentence adds another benefit of the festival, so ""그리고"" (and) is the correct connector."
104,reading,topik_1,paragraph_fill_blank (49-56),인주시에서는 매년 가을에 떡볶이 축제를 합니다. 이 축제에서는 '매운 떡볶이 먹기 대회'가 열립니다. 축제에 온 사람은 누구나 이 대회에 참가할 수 있습니다. 그리고 이 축제에서 한국의 유명한 떡볶이를 모두 먹어 볼 수 있습니다. 떡볶이 재료를 싸게 살 수도 있고 공연도 볼 수 있어서 이 축제를 찾는 사람이 많습니다.,무엇에 대한 내용인지 맞는 것을 고르십시오.,이 축제를 하는 장소,이 축제를 하는 날짜,이 축제에서 할 수 있는 일,이 축제에서 볼 수 있는 공연,이 축제에서 할 수 있는 일,"The passage describes activities people can do at the festival, so this is the best answer."
105,reading,topik_1,paragraph_fill_blank (49-56),인주시에는 유명한 '옷 거리'가 있습니다. 이곳은 가게마다 다른 종류의 옷을 팔아서 구경하는 재미가 있습니다. 여러 가게 중에서 인기가 많은 가게는 예전에 유행한 옷을 파는 가게와 특별한 디자인의 청바지를 파는 가게입니다. 다른 곳에서 팔지 않는 옷이 ( ). 그래서 자기만의 특별한 옷을 사고 싶어 하는 사람들이 많이 찾아옵니다.,㉠에 들어갈 말로 가장 알맞은 것을 고르십시오.,많아도 됩니다,많아야 합니다,많기 때문입니다,많은 적이 있습니다,많기 때문입니다,"The sentence explains the reason people visit, so ""because there are many"" fits best."
106,reading,topik_1,paragraph_fill_blank (49-56),인주시에는 유명한 '옷 거리'가 있습니다. 이곳은 가게마다 다른 종류의 옷을 팔아서 구경하는 재미가 있습니다. 여러 가게 중에서 인기가 많은 가게는 예전에 유행한 옷을 파는 가게와 특별한 디자인의 청바지를 파는 가게입니다. 다른 곳에서 팔지 않는 옷이 많기 때문입니다. 그래서 자기만의 특별한 옷을 사고 싶어 하는 사람들이 많이 찾아옵니다.,윗글의 내용과 같은 것을 고르십시오.,이 거리에 청바지 가게가 생기지 않았습니다.,이 거리에서 예전에 유행한 옷을 살 수 있습니다.,이 거리는 사람들에게 많이 알려지지 않았습니다.,이 거리에 같은 종류의 옷을 파는 가게들이 모여 있습니다.,이 거리에서 예전에 유행한 옷을 살 수 있습니다.,"The passage says shops sell previously popular clothes, so this matches."
107,reading,topik_1,sentence_order (57-58),(가) 저는 친구들과 함께 방송국을 구경하러 갔습니다. (나) 저는 뛰어가서 그 배우와 함께 사진을 찍었습니다. (다) 그때 제가 좋아하는 배우가 저쪽으로 지나갔습니다. (라) 우리는 방송국 일 층에서 안내 직원을 기다리고 있었습니다.,다음을 순서에 맞게 배열한 것을 고르십시오.,(가)-(나)-(다)-(라),(가)-(라)-(다)-(나),(라)-(가)-(나)-(다),(라)-(나)-(다)-(가),(라)-(가)-(다)-(나),The correct order is waiting → visiting → seeing actor → taking photo.
